시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,횡단보도관리번호,횡단보도종류,자전거횡단도겸용여부,고원식적용여부,위도,경도,차로수,횡단보도폭,횡단보도연장,보행자신호등유무,보행자작동신호기유무,음향신호기설치여부,녹색신호시간,적색신호시간,교통섬유무,보도턱낮춤여부,점자블록유무,집중조명시설유무,관리기관명,관리기관전화번호,데이터기준일자
경상북도,구미시,인동28길,경상북도 구미시 인동28길 40,경상북도 구미시 진평동 1088,인동28길-7,01,,N,36.09323968,128.4262335,1,4,5.8,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동21길,경상북도 구미시 인동21길 20-1,경상북도 구미시 인의동 731,인동21길-1,01,,N,36.09869332,128.4295389,1,4,5,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동16길,경상북도 구미시 인동16길 19,경상북도 구미시 진평동 198,인동16길-4,01,,N,36.09811667,128.423954,4,8,11.7,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동19길,경상북도 구미시 인동19길 35-13,경상북도 구미시 인의동 726,인동19길-1,01,,N,36.10116796,128.4288664,1,2.3,8.5,N,,,,,N,,N,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동15길,경상북도 구미시 인동15길 35,경상북도 구미시 인의동 724,인동15길-1,01,,N,36.10168876,128.4283592,4,8,11.6,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동15길,경상북도 구미시 인동15길 36-4,경상북도 구미시 인의동 724,인동15길-2,01,,N,36.10154177,128.4281786,4,8,11.7,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동15길,경상북도 구미시 인동15길 22-2,경상북도 구미시 인의동 731,인동15길-3,01,,N,36.1006964,128.4272885,2,6,15.7,Y,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동11길,경상북도 구미시 인동11길 34-1,경상북도 구미시 인의동 721,인동11길-1,01,,Y,36.10243014,128.4273204,1,4,4.1,N,,,,,N,,N,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동15길,경상북도 구미시 인동15길 22-2,경상북도 구미시 인의동 724,인동15길-4,01,,N,36.10067731,128.4271123,4,3.7,12.5,Y,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동15길,경상북도 구미시 인동15길 23,경상북도 구미시 인의동 724,인동15길-5,01,,N,36.1008552,128.4273314,4,7.9,12.6,Y,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동15길,경상북도 구미시 인동15길 23,경상북도 구미시 인의동 724,인동15길-6,01,,N,36.10082749,128.4271368,2,5.9,8.1,Y,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동13길,경상북도 구미시 인동13길 18-1,경상북도 구미시 인의동 722,인동13길-1,01,,N,36.10107796,128.4268404,2,4,7.6,N,,,,,N,,N,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동19길,경상북도 구미시 인동19길 20,경상북도 구미시 인의동 731,인동19길-2,01,,N,36.09947612,128.4287209,2,6,6.2,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동13길,경상북도 구미시 인동13길 18-1,경상북도 구미시 인의동 721,인동13길-2,01,,N,36.10115324,128.4268505,1,4,3.8,N,,,,,N,,N,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동13길,경상북도 구미시 인동13길 15,경상북도 구미시 인의동 722,인동13길-3,01,,N,36.1011445,128.4267517,2,4,6.7,N,,,,,N,,N,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동19길,경상북도 구미시 인동19길 19-1,경상북도 구미시 인의동 731,인동19길-3,01,,N,36.09948467,128.4286098,1,4,6.2,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동13길,경상북도 구미시 인동13길 15,경상북도 구미시 인의동 722,인동13길-4,01,,N,36.10107263,128.4267441,2,4,5,N,,,,,N,,N,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동13길,경상북도 구미시 인동13길 8-3,경상북도 구미시 인의동 724,인동13길-5,01,,N,36.10025075,128.4264412,1,4,5,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동19길,경상북도 구미시 인동19길 19-1,경상북도 구미시 인의동 731,인동19길-4,01,,N,36.09957798,128.4286014,2,6,7.2,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동21길,경상북도 구미시 인동21길 23,경상북도 구미시 인의동 731,인동21길-2,01,,N,36.09877768,128.4296447,1,4,3.9,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동15길,경상북도 구미시 인동15길 14,경상북도 구미시 인의동 724,인동15길-7,01,,N,36.10012961,128.4265809,1,4,5.1,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동북길,경상북도 구미시 인동북길 127,경상북도 구미시 인의동 1013,인동북길-1,01,,N,36.09648496,128.4295474,1,4,8,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동북길,경상북도 구미시 인동북길 127,경상북도 구미시 인의동 1013,인동북길-2,01,Y,N,36.09648643,128.4294069,4,6.8,12.7,Y,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동17길,경상북도 구미시 인동17길 22,경상북도 구미시 인의동 731,인동17길-1,01,,N,36.10045198,128.4276767,1,4,5,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동19길,경상북도 구미시 인동19길 19-1,경상북도 구미시 인의동 731,인동19길-5,01,,N,36.09957154,128.428712,1,4,6.1,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동17길,경상북도 구미시 인동17길 18,경상북도 구미시 인의동 731,인동17길-2,01,,N,36.100363,128.4275769,1,4,5,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동16길,경상북도 구미시 인동16길 5,경상북도 구미시 진평동 196,인동16길-5,01,,N,36.09928703,128.4257704,9,9.9,28.7,Y,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,여헌로6길,경상북도 구미시 여헌로6길 1,경상북도 구미시 인의동 590-4,여헌로6길-1,01,,N,36.10369371,128.4245049,4,6,12.7,Y,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,여헌로,경상북도 구미시 여헌로 9,경상북도 구미시 인의동 849-6,여헌로-1,01,,N,36.10323448,128.4236286,2,3,8.5,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동11길,경상북도 구미시 인동11길 20,경상북도 구미시 인의동 722,인동11길-2,01,,N,36.10176138,128.4260277,2,3.3,6.6,N,,,,,N,,N,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동15길,경상북도 구미시 인동15길 5,경상북도 구미시 인의동 724,인동15길-8,01,,N,36.09971076,128.4257749,1,4,6.2,N,,,,,N,,N,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,여헌로3길,경상북도 구미시 여헌로3길 3,경상북도 구미시 인의동 583-48,여헌로3길-5,01,,N,36.10348197,128.4234755,1,2.1,5,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동20길,경상북도 구미시 인동20길 5,경상북도 구미시 진평동 196,인동20길-12,01,,N,36.09811383,128.4269179,2,3.9,9.4,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동북길,경상북도 구미시 인동북길 127,경상북도 구미시 인의동 726,인동북길-3,01,,N,36.09660461,128.4294057,1,4,8,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동5길,경상북도 구미시 인동5길 29,경상북도 구미시 인의동 565-11,인동5길-3,04,,N,36.10512685,128.4241852,1,3.9,4,N,,,,,Y,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동16길,경상북도 구미시 인동16길 5,경상북도 구미시 진평동 198,인동16길-6,01,,N,36.09929844,128.4254173,4,7.4,11.8,Y,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동북길,경상북도 구미시 인동북길 83,경상북도 구미시 인의동 724,인동북길-4,01,,N,36.09958309,128.4257598,4,8,13,Y,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동5길,경상북도 구미시 인동5길 27,경상북도 구미시 인의동 565-9,인동5길-4,04,,N,36.1051106,128.4239707,2,6,14.7,N,,,,,Y,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동5길,경상북도 구미시 인동5길 25,경상북도 구미시 인의동 787-4,인동5길-5,04,,N,36.10488435,128.4238095,1,4,8,N,,,,,Y,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동5길,경상북도 구미시 인동5길 25,경상북도 구미시 인의동 787-1,인동5길-6,04,,N,36.10495943,128.4237243,2,4.3,8.3,N,,,,,Y,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동5길,경상북도 구미시 인동5길 25,경상북도 구미시 인의동 787-4,인동5길-7,04,,N,36.10493951,128.4238997,2,4.1,8.5,N,,,,,Y,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동5길,경상북도 구미시 인동5길 27,경상북도 구미시 인의동 787-3,인동5길-8,04,,N,36.10493605,128.4240516,1,4,3.9,N,,,,,Y,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,여헌로7길,경상북도 구미시 여헌로7길 21,경상북도 구미시 인의동 787-4,여헌로7길-1,04,,N,36.10497277,128.4234713,1,3.9,4,N,,,,,Y,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동5길,경상북도 구미시 인동5길 25,경상북도 구미시 인의동 806-2,인동5길-9,04,,N,36.10505433,128.423723,2,4.6,12.3,N,,,,,Y,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동중앙로10길,경상북도 구미시 인동중앙로10길 16,경상북도 구미시 인의동 792-15,인동중앙로10길-1,01,,N,36.1084376,128.4243445,3,6,9.1,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,여헌로,경상북도 구미시 여헌로 21-10,경상북도 구미시 인의동 574-1,여헌로-2,01,,N,36.10506308,128.4248743,2,1.8,5,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동5길,경상북도 구미시 인동5길 27,경상북도 구미시 인의동 565-9,인동5길-10,04,,N,36.1051585,128.4238442,1,3.9,4,N,,,,,Y,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,여헌로,경상북도 구미시 여헌로 21-10,경상북도 구미시 인의동 576-13,여헌로-3,01,,N,36.1045306,128.4241063,2,1.9,6.7,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,여헌로,경상북도 구미시 여헌로 24,경상북도 구미시 인의동 591-11,여헌로-4,01,,N,36.10381786,128.4246949,4,6,13.4,Y,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,여헌로,경상북도 구미시 여헌로 6,경상북도 구미시 진평동 1045-2,여헌로-5,01,,N,36.10244426,128.4228437,7,8,24.2,Y,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,여헌로6길,경상북도 구미시 여헌로6길 1,경상북도 구미시 인의동 805-7,여헌로6길-2,01,,N,36.10367192,128.4246616,2,4.3,7.6,Y,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,여헌로,경상북도 구미시 여헌로 24,경상북도 구미시 인의동 805-6,여헌로-6,01,,N,36.10384748,128.4245704,2,4,6.8,Y,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,여헌로,경상북도 구미시 여헌로 40,경상북도 구미시 인의동 598-3,여헌로-7,01,Y,N,36.10491259,128.4255796,4,6,12.4,Y,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동중앙로6길,경상북도 구미시 인동중앙로6길 32,경상북도 구미시 인의동 807-3,인동중앙로6길-2,01,,N,36.10655464,128.4241527,2,4,7.7,N,,,,,N,,N,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동중앙로10길,경상북도 구미시 인동중앙로10길 4,경상북도 구미시 인의동 365-4,인동중앙로10길-2,01,,N,36.10843193,128.4228944,4,6,12.8,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동8길,경상북도 구미시 인동8길 6,경상북도 구미시 진평동 1045-2,인동8길-1,01,Y,N,36.10247563,128.4226182,1,3.7,13.8,Y,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동북길,경상북도 구미시 인동북길 35,경상북도 구미시 인의동 849-1,인동북길-5,01,Y,N,36.10266755,128.422846,4,4,23.8,Y,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,3공단3로,경상북도 구미시 3공단3로 78,경상북도 구미시 시미동 173,3공단3로-16,01,,N,36.08761991,128.4108143,4,8,13.5,Y,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,3공단3로,경상북도 구미시 3공단3로 78,경상북도 구미시 시미동 173,3공단3로-17,01,,N,36.08748682,128.4106332,5,8.1,16.7,Y,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,3공단3로,경상북도 구미시 3공단3로 82-3,경상북도 구미시 시미동 173,3공단3로-18,01,,N,36.0877624,128.4106408,5,8.1,16.4,Y,,,,,N,,N,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,3공단3로,경상북도 구미시 3공단3로 66,경상북도 구미시 시미동 173,3공단3로-19,01,,N,36.08543837,128.4106606,4,8,14.8,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,3공단2로,경상북도 구미시 3공단2로 82-34,경상북도 구미시 시미동 173,3공단2로-39,01,,N,36.08665832,128.4107649,1,3.5,14.1,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,3공단3로,경상북도 구미시 3공단3로 82-14,경상북도 구미시 시미동 166-5,3공단3로-20,01,,N,36.08748147,128.4125432,2,7.9,7.7,N,,,,,N,,N,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,3공단3로,경상북도 구미시 3공단3로 46-91,경상북도 구미시 시미동 166-5,3공단3로-21,01,,N,36.08444708,128.4125638,2,6.1,7.2,N,,,,,N,,N,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,3공단3로,경상북도 구미시 3공단3로 78,경상북도 구미시 시미동 173,3공단3로-22,01,,N,36.08762622,128.4104822,4,7.9,18.4,Y,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동30길,경상북도 구미시 인동30길 39,경상북도 구미시 진평동 1088,인동30길-4,01,,N,36.09256978,128.4270587,1,4,4.9,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,여헌로7길,경상북도 구미시 여헌로7길 21,경상북도 구미시 인의동 578-1,여헌로7길-2,01,,N,36.10475585,128.4233867,2,4,7.6,N,,,,,N,,N,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동5길,경상북도 구미시 인동5길 27,경상북도 구미시 인의동 787-3,인동5길-11,04,,N,36.1050321,128.4240503,2,4.6,7.1,N,,,,,Y,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동북길,경상북도 구미시 인동북길 83,경상북도 구미시 인의동 724,인동북길-6,01,,N,36.09958086,128.4259036,1,4,5,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동28길,경상북도 구미시 인동28길 24,경상북도 구미시 진평동 1078,인동28길-8,01,,N,36.09454014,128.4278346,1,4,5.9,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동27길,경상북도 구미시 인동27길 3,경상북도 구미시 진평동 1066,인동27길-1,01,Y,N,36.09620463,128.4293977,9,7.1,29.6,Y,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,여헌로,경상북도 구미시 여헌로 40,경상북도 구미시 인의동 805-1,여헌로-8,01,,N,36.10498543,128.4254886,2,3,7.4,Y,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동26길,경상북도 구미시 인동26길 6,경상북도 구미시 진평동 1068,인동26길-10,01,,N,36.0961951,128.4290489,4,6.5,3.8,Y,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동중앙로10길,경상북도 구미시 인동중앙로10길 24-1,경상북도 구미시 인의동 425-2,인동중앙로10길-3,01,,N,36.10845558,128.4252841,3,5.84,8.57,Y,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,여헌로,경상북도 구미시 여헌로 80,경상북도 구미시 인의동 425-2,여헌로-9,01,Y,N,36.10863823,128.4255813,4,5.97,10.75,Y,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,검성로,경상북도 구미시 검성로 51,경상북도 구미시 황상동 241,검성로-1,01,,N,36.115381,128.4246508,4,4.04,11.7,Y,,,,,N,,N,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,여헌로,경상북도 구미시 여헌로 75,경상북도 구미시 인의동 430-11,여헌로-10,01,Y,N,36.10825588,128.4255814,4,7.98,12.13,Y,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동중앙로8길,경상북도 구미시 인동중앙로8길 31,경상북도 구미시 인의동 432-49,인동중앙로8길-1,01,,N,36.10795593,128.4254946,1,2.42,8.18,N,,,,,N,,N,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,여헌로,경상북도 구미시 여헌로 78,경상북도 구미시 인의동 428-3,여헌로-11,01,,N,36.10849524,128.4256833,2,2.99,8.93,N,,,,,N,,N,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,여헌로,경상북도 구미시 여헌로 65,경상북도 구미시 인의동 459-1,여헌로-12,01,,N,36.10737515,128.4255069,1,1.91,7.6,N,,,,,N,,N,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,검성로,경상북도 구미시 검성로 23,경상북도 구미시 인의동 835,검성로-2,01,,N,36.11269383,128.4245739,4,2.84,5,N,,,,,N,,N,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,수출대로,경상북도 구미시 수출대로 555,경상북도 구미시 인의동 832,수출대로-16,01,,Y,36.11076108,128.425628,4,3.89,12.22,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,여헌로,경상북도 구미시 여헌로 60,경상북도 구미시 인의동 493-8,여헌로-13,01,Y,N,36.10675293,128.4256164,4,7.97,12.63,Y,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,검성로,경상북도 구미시 검성로 31-2,경상북도 구미시 황상동 241,검성로-3,01,,N,36.11344067,128.4246583,4,4.03,11.92,Y,,,,,N,,N,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동25길,경상북도 구미시 인동25길 23,경상북도 구미시 인의동 1013,인동25길-1,01,,N,36.09771482,128.4309183,2,6,8.5,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동21길,경상북도 구미시 인동21길 22-16,경상북도 구미시 인의동 731,인동21길-3,01,,N,36.09772946,128.4307652,2,5.64,7.2,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동25길,경상북도 구미시 인동25길 13,경상북도 구미시 인의동 726,인동25길-2,01,,N,36.09715152,128.4300805,1,3.97,5.07,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동27길,경상북도 구미시 인동27길 17,경상북도 구미시 인의동 1012,인동27길-2,01,,N,36.0972833,128.4312157,1,3.99,4.89,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동31길,경상북도 구미시 인동31길 23,경상북도 구미시 인의동 1012,인동31길-1,01,,N,36.09684248,128.4319767,1,3.98,6.19,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동25길,경상북도 구미시 인동25길 12-3,경상북도 구미시 인의동 1013,인동25길-3,01,,N,36.09703386,128.430224,1,3.91,5.15,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동35길,경상북도 구미시 인동35길 22-19,경상북도 구미시 구평동 480-23,인동35길-1,01,,N,36.09597412,128.4347778,1,3.98,7.35,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,검성로,경상북도 구미시 검성로 68,경상북도 구미시 황상동 241,검성로-4,01,,N,36.11689373,128.424889,4,6.02,10.69,Y,,,,,N,,N,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,검성로,경상북도 구미시 검성로 54-4,경상북도 구미시 황상동 248,검성로-5,01,,N,36.11547857,128.4247343,1,1.99,7.29,N,,,,,N,,N,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동25길,경상북도 구미시 인동25길 20,경상북도 구미시 인의동 1012,인동25길-4,01,,N,36.09758568,128.4309385,2,6.03,6.77,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동23길,경상북도 구미시 인동23길 16,경상북도 구미시 인의동 731,인동23길-1,01,,N,36.09796528,128.4303949,1,3.96,5.03,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동31길,경상북도 구미시 인동31길 22-2,경상북도 구미시 인의동 1012,인동31길-2,01,,N,36.0967129,128.4319356,1,4.02,7.33,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,검성로,경상북도 구미시 검성로 51,경상북도 구미시 황상동 241,검성로-6,01,,N,36.11547967,128.4245573,2,3.03,6.21,N,,,,,N,,N,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동25길,경상북도 구미시 인동25길 20,경상북도 구미시 인의동 1013,인동25길-5,01,,N,36.09760294,128.4307923,4,7.98,15.28,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동35길,경상북도 구미시 인동35길 5,경상북도 구미시 진평동 1066,인동35길-2,01,,N,36.09451194,128.4327266,9,7.98,30.32,Y,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동36길,경상북도 구미시 인동36길 5,경상북도 구미시 진평동 1066,인동36길-1,01,,N,36.09428464,128.4327588,4,7.95,11.72,Y,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동35길,경상북도 구미시 인동35길 6,경상북도 구미시 인의동 1021,인동35길-3,01,,N,36.09464172,128.4329206,4,8.18,12.25,Y,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동35길,경상북도 구미시 인동35길 6,경상북도 구미시 구평동 480-5,인동35길-4,01,,N,36.09442251,128.4329985,9,8.01,28.96,Y,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동36길,경상북도 구미시 인동36길 44-6,경상북도 구미시 진평동 1088,인동36길-2,01,,N,36.09096972,128.4306135,1,3.95,4.93,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동34길,경상북도 구미시 인동34길 44,경상북도 구미시 진평동 1088,인동34길-1,01,,N,36.09085807,128.4305612,1,3.9,5.81,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동32길,경상북도 구미시 인동32길 22-4,경상북도 구미시 진평동 1078,인동32길-14,01,,N,36.09313856,128.430137,2,5.96,5.82,N,,,,,N,,N,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동32길,경상북도 구미시 인동32길 19,경상북도 구미시 진평동 1078,인동32길-15,01,,N,36.09315161,128.4303017,1,3.87,7.6,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동32길,경상북도 구미시 인동32길 21,경상북도 구미시 진평동 1078,인동32길-16,01,,N,36.09303883,128.4302495,1,3.94,7.7,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동36길,경상북도 구미시 인동36길 23-33,경상북도 구미시 구평동 480-12,인동36길-3,01,,N,36.09175653,128.4353049,3,2.94,9.46,N,,,,,N,,N,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동32길,경상북도 구미시 인동32길 19,경상북도 구미시 진평동 1078,인동32길-17,01,,N,36.09305761,128.4304056,2,5.96,5.84,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동36길,경상북도 구미시 인동36길 23-32,경상북도 구미시 구평동 480-12,인동36길-4,01,,N,36.09164857,128.4353907,2,2.02,9.44,N,,,,,N,,N,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동36길,경상북도 구미시 인동36길 15,경상북도 구미시 구평동 480-11,인동36길-5,01,Y,N,36.09328319,128.4327045,1,3.98,4.98,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동36길,경상북도 구미시 인동36길 23-32,경상북도 구미시 구평동 480-12,인동36길-6,01,,N,36.09171513,128.4352092,2,3.97,5.97,N,,,,,N,,N,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동36길,경상북도 구미시 인동36길 15,경상북도 구미시 구평동 480-11,인동36길-7,01,,N,36.09335643,128.4324634,1,3.98,4.99,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동36길,경상북도 구미시 인동36길 24-4,경상북도 구미시 진평동 1078,인동36길-8,01,,N,36.09280773,128.4314513,1,4,5.87,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동36길,경상북도 구미시 인동36길 21,경상북도 구미시 구평동 480-12,인동36길-9,01,,N,36.09254829,128.4320876,2,5.94,8.56,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동34길,경상북도 구미시 인동34길 22,경상북도 구미시 진평동 1078,인동34길-2,01,,N,36.092695,128.431394,1,4.05,4.99,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
경상북도,구미시,인동36길,경상북도 구미시 인동36길 24-2,경상북도 구미시 진평동 1087,인동36길-10,01,,N,36.09272096,128.4320385,4,7.98,10.69,N,,,,,N,,Y,,경상북도 구미시청,054-480-6114,2026-02-28
