시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,신호기설치방식,도로형태,주도로여부,신호등관리번호,신호등구분,신호등색종류,신호등화방식,신호등화순서,신호등화시간,광원종류,신호제어방식,신호시간결정방식,점멸등운영여부,점멸등운영시작시각,점멸등운영종료시각,보행자작동신호기유무,잔여시간표시기유무,시각장애인용음향신호기유무,도로안내표지일련번호,관리기관명,관리기관전화번호,데이터기준일자
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 산동읍 강동로 736,경상북도 구미시 산동읍 인덕리 60-6,36.1625466605,128.4660718666,3,2,Y,강동로-86,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 산동읍 강동로 736,경상북도 구미시 산동읍 인덕리 60-6,36.1625466605,128.4660718666,3,2,Y,강동로-87,1,3,3,녹색좌회전+황색+적색,36+3+102,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 산동읍 강동로 736,경상북도 구미시 산동읍 인덕리 60-6,36.1625466605,128.4660718666,2,2,Y,강동로-88,2,2,2,녹색+적색,17+133,2,1,1,N,00:00,00:00,N,N,Y,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 산동읍 강동로 736,경상북도 구미시 산동읍 인덕리 60-6,36.1625466605,128.4660718666,3,2,Y,강동로-89,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 산동읍 강동로 736,경상북도 구미시 산동읍 인덕리 60-6,36.1625466605,128.4660718666,2,2,Y,강동로-90,2,2,2,녹색+적색,17+133,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 산동읍 강동로 724-5,경상북도 구미시 산동읍 인덕리 45,36.16251347,128.4673453,3,2,Y,강동로-91,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 산동읍 강동로 721,경상북도 구미시 산동읍 인덕리 51-4,36.16186964,128.4672639,3,2,Y,강동로-92,1,3,3,녹색좌회전+황색+적색,22+3+125,2,1,1,Y,23:00,06:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 산동읍 강동로 721,경상북도 구미시 산동읍 인덕리 51-4,36.16186964,128.4672639,3,2,Y,강동로-93,1,3,3,녹색+황색+적색,89+3+20,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 장천면 강동로 217-2,경상북도 구미시 장천면 하장리 514-18,36.12874215,128.493881,3,2,Y,강동로-94,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 장천면 강동로 217-2,경상북도 구미시 장천면 하장리 514-18,36.12874215,128.493881,3,2,Y,강동로-95,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 장천면 강동로 317,경상북도 구미시 장천면 하장리 737,36.13726757,128.4903835,3,2,Y,강동로-96,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 장천면 강동로 317,경상북도 구미시 장천면 하장리 737,36.13726757,128.4903835,3,2,Y,강동로-97,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 장천면 강동로 317,경상북도 구미시 장천면 하장리 737,36.13726757,128.4903835,3,2,Y,강동로-98,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 장천면 강동로 237,경상북도 구미시 장천면 하장리 504-5,36.1305114,128.4938743,3,2,Y,강동로-99,1,3,3,녹색+황색+적색,120+3+27,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 장천면 강동로 237,경상북도 구미시 장천면 하장리 504-5,36.1305114,128.4938743,3,2,Y,강동로-100,1,3,3,녹색+황색+적색,45+3+47,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 장천면 강동로 163,경상북도 구미시 장천면 상장리 707-8,36.12426021,128.4954869,3,2,Y,강동로-101,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 장천면 강동로 163,경상북도 구미시 장천면 상장리 707-8,36.12426021,128.4954869,3,2,Y,강동로-102,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 도개면 강동로 2651,경상북도 구미시 도개면 신림리 729-1,36.27057506,128.3484391,3,2,Y,강동로-103,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 도개면 강동로 2651,경상북도 구미시 도개면 신림리 729-1,36.27057506,128.3484391,3,2,Y,강동로-104,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 도개면 강동로 2651,경상북도 구미시 도개면 신림리 729-1,36.27057506,128.3484391,3,2,Y,강동로-105,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 도개면 강동로 2651,경상북도 구미시 도개면 신림리 729-1,36.27057506,128.3484391,3,2,Y,강동로-106,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 도개면 강동로 2672,경상북도 구미시 도개면 신림리 707-8,36.27193472,128.3478912,3,2,Y,강동로-107,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 도개면 강동로 2672,경상북도 구미시 도개면 신림리 707-8,36.27193472,128.3478912,3,2,Y,강동로-108,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 도개면 강동로 2672,경상북도 구미시 도개면 신림리 707-8,36.27193472,128.3478912,3,2,Y,강동로-109,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 도개면 강동로 2672,경상북도 구미시 도개면 신림리 707-8,36.27193472,128.3478912,3,2,Y,강동로-110,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 도개면 강동로 2672,경상북도 구미시 도개면 신림리 707-8,36.27193472,128.3478912,2,2,Y,강동로-111,2,2,2,녹색+적색,23+98,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 도개면 강동로 2672,경상북도 구미시 도개면 신림리 707-8,36.27193472,128.3478912,3,2,Y,강동로-112,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 도개면 강동로 2672,경상북도 구미시 도개면 신림리 707-8,36.27193472,128.3478912,3,2,Y,강동로-113,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,지방도,927번,강동로,3,경상북도 구미시 도개면 강동로 2672,경상북도 구미시 도개면 신림리 707-8,36.27193472,128.3478912,2,2,Y,강동로-114,2,2,2,녹색+적색,23+97,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 도개면 강동로 2672,경상북도 구미시 도개면 신림리 707-8,36.27193472,128.3478912,2,2,Y,강동로-115,2,2,2,녹색+적색,23+97,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,일반국도,25번,강동로,3,경상북도 구미시 도개면 강동로 2672,경상북도 구미시 도개면 신림리 707-8,36.27193472,128.3478912,3,2,Y,강동로-116,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,일반국도,25번,강동로,3,경상북도 구미시 도개면 강동로 2672,경상북도 구미시 도개면 신림리 707-8,36.27193472,128.3478912,2,2,Y,강동로-117,2,2,2,녹색+적색,23+97,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,1,경상북도 구미시 해평면 강동로 2029,경상북도 구미시 해평면 산양리 64-8,36.22539679,128.3701556,3,1,Y,강동로-118,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,1,경상북도 구미시 해평면 강동로 2029,경상북도 구미시 해평면 산양리 64-8,36.22539679,128.3701556,3,1,Y,강동로-119,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 해평면 강동로 2162-2,경상북도 구미시 해평면 월곡리 404-1,36.23086033,128.358067,3,2,Y,강동로-120,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 해평면 강동로 2162-2,경상북도 구미시 해평면 월곡리 404-1,36.23086033,128.358067,3,2,Y,강동로-121,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 해평면 강동로 2162-2,경상북도 구미시 해평면 월곡리 404-1,36.23086033,128.358067,3,2,Y,강동로-122,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 해평면 강동로 2162-1,경상북도 구미시 해평면 월곡리 706-4,36.23084115,128.3577374,3,2,Y,강동로-123,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 해평면 강동로 2162-1,경상북도 구미시 해평면 월곡리 706-4,36.23084115,128.3577374,3,2,Y,강동로-124,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 해평면 강동로 2162-1,경상북도 구미시 해평면 월곡리 706-4,36.23084115,128.3577374,3,2,Y,강동로-125,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,일반국도,67번,강동로,3,경상북도 구미시 산동읍 강동로 1205,경상북도 구미시 산동읍 성수리 180,36.16626423,128.4164691,3,2,Y,강동로-126,1,4,4,녹색+녹색/녹색좌회전+황색+적색,25+15+3+110,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,일반국도,67번,강동로,3,경상북도 구미시 산동읍 강동로 1205,경상북도 구미시 산동읍 성수리 180,36.16626423,128.4164691,3,2,Y,강동로-127,1,3,3,녹색+황색+적색,126+3+30,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,일반국도,67번,강동로,3,경상북도 구미시 산동읍 강동로 1207,경상북도 구미시 산동읍 성수리 180,36.1662642318,128.41646908,3,2,Y,강동로-128,1,4,3,녹색/녹색좌회전+황색+적색,32+3+125,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,일반국도,67번,강동로,3,경상북도 구미시 산동읍 강동로 1207,경상북도 구미시 산동읍 성수리 180,36.1662642318,128.41646908,3,2,Y,강동로-129,1,3,3,녹색+황색+적색,126+3+30,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,일반국도,67번,강동로,3,경상북도 구미시 산동읍 강동로 1207,경상북도 구미시 산동읍 성수리 180,36.1662642318,128.41646908,3,2,Y,강동로-130,1,4,4,녹색+녹색/녹색좌회전+황색+적색,104+15+3+28,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,일반국도,67번,강동로,3,경상북도 구미시 산동읍 강동로 1207,경상북도 구미시 산동읍 성수리 180,36.1662642318,128.41646908,3,2,Y,강동로-131,1,4,3,녹색/녹색좌회전+황색+적색,36+3+120,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,일반국도,67번,강동로,3,경상북도 구미시 산동읍 강동로 1207,경상북도 구미시 산동읍 성수리 180,36.1662642318,128.41646908,3,2,Y,강동로-132,1,3,3,녹색+황색+적색,128+3+29,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,일반국도,67번,강동로,3,경상북도 구미시 산동읍 강동로 1207,경상북도 구미시 산동읍 성수리 180,36.1662642318,128.41646908,3,2,Y,강동로-133,1,4,5,녹색+황색+녹색좌회전+황색+적색,50+3+10+3+60,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 해평면 강동로 1209,경상북도 구미시 해평면 괴곡리 799-4,36.1666507,128.4161919,2,2,Y,강동로-134,2,2,2,녹색+적색,23+97,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 해평면 강동로 1209,경상북도 구미시 해평면 괴곡리 799-4,36.166669,128.416199,3,2,Y,강동로-135,1,4,3,녹색/녹색좌회전+황색+적색,37+3+120,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 해평면 강동로 1209,경상북도 구미시 해평면 괴곡리 799-4,36.166669,128.416199,3,2,Y,강동로-136,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 해평면 강동로 1209,경상북도 구미시 해평면 괴곡리 799-4,36.16660953,128.4161919,2,2,Y,강동로-137,2,2,2,녹색+적색,23+97,2,1,1,N,00:00,00:00,N,N,Y,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,927번,강동로,3,경상북도 구미시 해평면 강동로 1216,경상북도 구미시 해평면 괴곡리 794-4,36.16709537,128.416095,3,2,Y,강동로-138,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,검성로,3,경상북도 구미시 검성로 31-2,경상북도 구미시 황상동 239-1,36.1136589,128.4244719,3,2,Y,검성로-1,1,3,3,녹색+황색+적색,128+3+29,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,검성로,3,경상북도 구미시 검성로 31-2,경상북도 구미시 황상동 239-1,36.1136589,128.4244719,3,2,Y,검성로-2,1,3,3,녹색+황색+적색,89+3+20,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,검성로,3,경상북도 구미시 검성로 71,경상북도 구미시 황상동 211,36.11718162,128.4248585,3,2,Y,검성로-3,1,3,3,녹색+황색+적색,89+3+20,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,검성로,3,경상북도 구미시 검성로 71,경상북도 구미시 황상동 211,36.11718162,128.4248585,3,2,Y,검성로-4,1,3,3,녹색+황색+적색,128+3+29,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,검성로,3,경상북도 구미시 검성로 51,경상북도 구미시 황상동 212,36.11529169,128.4243427,3,2,Y,검성로-5,1,3,3,녹색+황색+적색,127+3+30,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,검성로,3,경상북도 구미시 검성로 51,경상북도 구미시 황상동 212,36.11529169,128.4243427,3,2,Y,검성로-6,1,3,3,녹색+황색+적색,104+3+42,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,검성로,3,경상북도 구미시 검성로 68,경상북도 구미시 황상동 201,36.11672889,128.425154,3,2,Y,검성로-7,1,3,3,녹색+황색+적색,121+3+26,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,검성로,3,경상북도 구미시 검성로 68,경상북도 구미시 황상동 201,36.11672889,128.425154,3,2,Y,검성로-8,1,3,3,녹색+황색+적색,45+3+47,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,검성로,3,경상북도 구미시 검성로 68,경상북도 구미시 황상동 201,36.11672889,128.425154,2,2,Y,검성로-9,1,3,3,녹색+황색+적색,71+3+46,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,검성로,3,경상북도 구미시 검성로 31-2,경상북도 구미시 황상동 239-1,36.1136208,128.4244719,2,2,Y,검성로-10,2,2,2,녹색+적색,22+108,2,1,1,N,00:00,00:00,Y,Y,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,검성로,3,경상북도 구미시 검성로 71,경상북도 구미시 황상동 211,36.11718162,128.4248303,2,2,Y,검성로-11,2,2,2,녹색+적색,17+143,2,1,1,N,00:00,00:00,N,Y,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,검성로,3,경상북도 구미시 검성로 71,경상북도 구미시 황상동 211,36.11718162,128.4248303,2,2,Y,검성로-12,1,3,3,녹색좌회전+황색+적색,23+3+124,2,1,1,N,00:00,00:00,N,Y,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,검성로,3,경상북도 구미시 검성로 27,경상북도 구미시 황상동 633-45,36.1131816,128.424581,3,2,Y,검성로-13,1,3,3,녹색좌회전+황색+적색,36+3+102,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,검성로,3,경상북도 구미시 검성로 27,경상북도 구미시 황상동 633-45,36.1131816,128.424581,3,2,Y,검성로-14,1,3,3,녹색+황색+적색,71+3+46,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,검성로,3,경상북도 구미시 검성로 54-3,경상북도 구미시 황상동 201-12,36.11555851,128.4250104,3,2,Y,검성로-15,1,3,3,녹색+황색+적색,126+3+20,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,검성로,3,경상북도 구미시 검성로 54-3,경상북도 구미시 황상동 201-12,36.11555851,128.4250104,3,2,Y,검성로-16,1,3,3,녹색+황색+적색,122+3+25,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,검성로,3,경상북도 구미시 검성로 51,경상북도 구미시 황상동 212,36.11529169,128.4243427,2,2,Y,검성로-17,2,2,2,녹색+적색,22+127,2,1,1,N,00:00,00:00,Y,Y,Y,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,검성로,3,경상북도 구미시 검성로 68,경상북도 구미시 황상동 201,36.11672889,128.425154,2,2,Y,검성로-18,2,2,2,녹색+적색,24+106,2,1,1,N,00:00,00:00,N,Y,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,검성로,3,경상북도 구미시 검성로 103-2,경상북도 구미시 황상동 110,36.11849983,128.4282452,2,2,Y,검성로-19,2,2,2,녹색+적색,24+106,2,1,1,N,00:00,00:00,N,Y,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,검성로,3,경상북도 구미시 검성로 103-2,경상북도 구미시 황상동 110,36.11849983,128.4282452,3,2,Y,검성로-20,1,3,3,녹색+황색+적색,89+3+20,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,검성로,3,경상북도 구미시 검성로 102,경상북도 구미시 황상동 207,36.11805661,128.4280829,2,2,Y,검성로-21,1,3,3,녹색+황색+적색,121+3+26,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,검성로,3,경상북도 구미시 검성로 103-2,경상북도 구미시 황상동 110,36.11849983,128.4282452,2,2,Y,검성로-22,2,2,2,녹색+적색,24+106,2,1,1,N,00:00,00:00,N,Y,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,검성로,3,경상북도 구미시 검성로 103-2,경상북도 구미시 황상동 110,36.11849983,128.4282452,2,2,Y,검성로-23,2,2,2,녹색+적색,24+106,2,1,1,N,00:00,00:00,N,Y,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,검성로,3,경상북도 구미시 검성로 102,경상북도 구미시 황상동 207,36.11805661,128.4280542,2,2,Y,검성로-24,2,2,2,녹색+적색,17+133,2,1,1,N,00:00,00:00,N,Y,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,검성로,3,경상북도 구미시 검성로 102,경상북도 구미시 황상동 207,36.11805661,128.4280829,3,2,Y,검성로-25,1,4,5,녹색+황색+녹색좌회전+황색+적색,50+3+10+3+60,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,검성로,3,경상북도 구미시 검성로 102,경상북도 구미시 황상동 207,36.11805661,128.4280829,3,2,Y,검성로-26,1,3,3,녹색+황색+적색,126+3+30,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,검성로,3,경상북도 구미시 검성로 89,경상북도 구미시 황상동 178,36.11796218,128.4267135,2,2,Y,검성로-27,2,2,2,녹색+적색,29+101,2,1,1,N,00:00,00:00,Y,Y,Y,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,검성로,3,경상북도 구미시 검성로 89,경상북도 구미시 황상동 178,36.11796218,128.4267135,3,2,Y,검성로-28,1,3,3,녹색+황색+적색,126+3+30,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,검성로,3,경상북도 구미시 검성로 104,경상북도 구미시 황상동 613-25,36.11808341,128.4282784,3,2,Y,검성로-29,1,4,3,녹색/녹색좌회전+황색+적색,35+3+113,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,검성로,3,경상북도 구미시 검성로 104,경상북도 구미시 황상동 613-25,36.11808341,128.4282784,3,2,Y,검성로-30,1,3,3,녹색+황색+적색,104+3+42,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,검성로,3,경상북도 구미시 검성로 90,경상북도 구미시 황상동 199,36.11757604,128.4268426,2,2,Y,검성로-31,2,2,2,녹색+적색,27+103,2,1,1,N,00:00,00:00,Y,Y,Y,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,검성로,3,경상북도 구미시 검성로 90,경상북도 구미시 황상동 199,36.11757604,128.4268426,3,2,Y,검성로-32,1,3,3,녹색+황색+적색,120+3+27,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,33번,관심길,3,경상북도 구미시 고아읍 관심길 1,경상북도 구미시 고아읍 관심리 663-4,36.20836088,128.331541,3,2,Y,관심길-1,1,3,3,녹색+황색+적색,128+3+29,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,33번,관심길,3,경상북도 구미시 고아읍 관심길 1,경상북도 구미시 고아읍 관심리 663-4,36.20836088,128.331541,3,2,Y,관심길-2,1,4,5,녹색+황색+녹색좌회전+황색+적색,48+3+20+3+24,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,33번,관심길,3,경상북도 구미시 고아읍 관심길 2,경상북도 구미시 고아읍 관심리 525-1,36.2082475,128.3323079,3,2,Y,관심길-3,1,3,3,녹색+황색+적색,82+3+47,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,33번,관심길,3,경상북도 구미시 고아읍 관심길 2,경상북도 구미시 고아읍 관심리 525-1,36.2082475,128.3323079,2,2,Y,관심길-4,2,2,2,녹색+적색,23+97,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,33번,관심길,3,경상북도 구미시 고아읍 관심길 2,경상북도 구미시 고아읍 관심리 525-1,36.2082475,128.3323079,2,2,Y,관심길-5,2,2,2,녹색+적색,17+133,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,33번,관심길,3,경상북도 구미시 고아읍 관심길 1,경상북도 구미시 고아읍 관심리 663-4,36.2083555,128.331541,2,2,Y,관심길-6,2,2,2,녹색+적색,24+106,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
